id,value,feed_id,created_at,lat,lon,ele
0F374VRV07AJKR27C7H3VM9YKG,475,2300344,2022-08-12 22:28:36 UTC,,,
0F374WDW90B2RAC562S386FBBJ,478,2300344,2022-08-12 22:29:45 UTC,,,
0F374X335NPAYR3BKXXRTJEBF9,478,2300344,2022-08-12 22:30:55 UTC,,,
0F374XS1TSN8WX1N1XDPG0KTE1,477,2300344,2022-08-12 22:32:07 UTC,,,
0F374YE7HK542RG5YN8HFV18B3,467,2300344,2022-08-12 22:33:16 UTC,,,
0F374Z35W923S1MNG76MVH5CWB,478,2300344,2022-08-12 22:34:25 UTC,,,
0F374ZR7ZXWQ6FF1108X6XWMP0,478,2300344,2022-08-12 22:35:34 UTC,,,
0F3750DFET2XSYS7CGTMPJKDJ4,485,2300344,2022-08-12 22:36:43 UTC,,,
0F37512N4502Q3C0PMVC4CCVFN,484,2300344,2022-08-12 22:37:53 UTC,,,
0F3751QPF7A2EN0FTMD8JGFNV6,466,2300344,2022-08-12 22:39:02 UTC,,,
0F3752CS3G026NT41GQK5KMSJR,482,2300344,2022-08-12 22:40:11 UTC,,,
0F37531RCR2JWYCFQSWTT29Z9W,479,2300344,2022-08-12 22:41:20 UTC,,,
0F3753PY12DCDVG7ZK9D7V321Q,481,2300344,2022-08-12 22:42:29 UTC,,,
0F3754BKQK8QAA5S6J3NRYSXM5,479,2300344,2022-08-12 22:43:37 UTC,,,
0F37550YKEJ7SEAFEZ48QRE076,477,2300344,2022-08-12 22:44:47 UTC,,,
0F3755P57EF27BBH5HG5AAT0N4,477,2300344,2022-08-12 22:45:56 UTC,,,
0F3756B4H03C78CMRSKP35DBR5,484,2300344,2022-08-12 22:47:05 UTC,,,
0F3756ZQXJXQVD2S6NNCZ08K28,478,2300344,2022-08-12 22:48:12 UTC,,,
0F3757MQA84650J23G0MG9N0PD,478,2300344,2022-08-12 22:49:21 UTC,,,
0F37589JV1FW47ZVQ5XFWHTBDX,473,2300344,2022-08-12 22:50:29 UTC,,,
0F3758YEE6J19YTW5AXN1V0RZF,482,2300344,2022-08-12 22:51:38 UTC,,,
0F3759KAS6PQ3SB9KKSR8B1KDB,469,2300344,2022-08-12 22:52:46 UTC,,,
0F375A8FX9F7F0W8SNA83C3PVB,470,2300344,2022-08-12 22:53:56 UTC,,,
0F375AXVS7YETQG5FSQVHFDMPY,470,2300344,2022-08-12 22:55:06 UTC,,,
0F375BJV0B5NYXYE9PAZA85T4T,469,2300344,2022-08-12 22:56:14 UTC,,,
0F375C7X2R17ASEZ7HG9741PB4,463,2300344,2022-08-12 22:57:23 UTC,,,
0F375CX0JVN8BVZ02BV9XYN9D9,462,2300344,2022-08-12 22:58:33 UTC,,,
0F375DJ676XPYRBM443FSQXB5F,467,2300344,2022-08-12 22:59:42 UTC,,,
0F375E74GM6SXGBH7DDPXDP5AK,468,2300344,2022-08-12 23:00:51 UTC,,,
0F375EW9K1HT461GAZJKYXK1XT,477,2300344,2022-08-12 23:02:00 UTC,,,
